formula,f_profit,TIME,profit
+16,1.2169685235726446,2022,1.280645161290323
+18,1.216497011209405,2022,1.280645161290323
+19,1.2249337627797294,2022,1.280645161290323
+20,1.2026119991620967,2022,0.7333333333333334
+26,1.2072103650390142,2022,0.3432098765432098
+29,1.2553195080652744,2022,1.280645161290323
+30,1.227870821378606,2022,0.3090909090909091
-16,1.2169685235726446,2022,1.280645161290323
-18,1.216497011209405,2022,1.280645161290323
-19,1.2249337627797294,2022,1.280645161290323
-20,1.2026119991620967,2022,0.7333333333333334
-26,1.2072103650390142,2022,0.3432098765432098
-29,1.2215518411020556,2022,1.280645161290323
-30,1.227870821378606,2022,0.3090909090909091
-31,1.2920621900503948,2022,0.766497461928934
