formula,f_profit,TIME,profit
+0+16,1.222565462893735,2022,0.6776119402985076
+0+19,1.21290663864177,2022,0.6776119402985076
+0-6,1.2311012495862692,2022,0.3903225806451613
+0-26,1.321566288716669,2022,0.8840381991814461
+1+4,1.220181123389767,2022,0.6910112359550561
+1+5,1.2050667598929112,2022,0.6910112359550561
+1+9,1.2744586363342933,2022,0.6910112359550561
+1+10,1.2407760158897387,2022,0.9826839826839826
+1+13,1.2708959650575704,2022,0.6532663316582915
+1+16,1.2389475354159036,2022,0.6776119402985076
+1+19,1.2223622670528516,2022,0.6776119402985076
+1+21,1.3691512518285054,2022,0.6910112359550561
+1+26,1.2211219891894856,2022,0.9826839826839826
+1+27,1.2478958220107899,2022,0.6910112359550561
+1+28,1.2534186985214975,2022,0.6910112359550561
+1+29,1.2603776541188807,2022,0.6910112359550561
+1-5,1.3021613164439005,2022,0.6910112359550561
+1-7,1.200924216798304,2022,0.6910112359550561
+1-10,1.20211745031863,2022,1.434935521688159
+1-25,1.3391582751463011,2022,0.0
+1-29,1.3010456423179568,2022,0.6910112359550561
+2+4,1.225494250093253,2022,0.6836363636363636
+2+15,1.2093579669287824,2022,0.6836363636363636
+2+17,1.233046290870208,2022,0.6836363636363636
+2+27,1.2154307620754843,2022,0.6836363636363636
+2+28,1.2154307620754843,2022,0.6836363636363636
+2+29,1.2154307620754843,2022,0.6836363636363636
+2-7,1.2371177950650132,2022,0.6836363636363636
+2-10,1.2500027410555072,2022,0.6836363636363636
+2-20,1.2830530148813912,2022,1.063197026022305
+2-34,1.2141882731211526,2022,0.6836363636363636
+3-33,1.214038644737866,2022,0.872072072072072
+4+19,1.2249337627797294,2022,1.280645161290323
+4-7,1.225885550096314,2022,0.2820312499999999
+4-13,1.2222872528152207,2022,0.8382352941176472
+4-16,1.216497011209405,2022,1.280645161290323
+4-17,1.403886842291349,2022,0.7009132420091324
+4-18,1.216497011209405,2022,1.280645161290323
+4-19,1.2121811593015999,2022,1.280645161290323
+4-21,1.2498343612680105,2022,0.8186528497409327
+4-23,1.205993088721473,2022,0.872072072072072
+4-24,1.2023658218246356,2022,0.0
+5+16,1.2121811593015999,2022,0.4123076923076923
+5+18,1.2117115017944207,2022,0.4123076923076923
+5+19,1.2075716711308941,2022,0.4123076923076923
+5-1,1.217283632741333,2022,0.6910112359550561
+5-31,1.27206748291444,2022,0.4684210526315789
+6+9,1.2028155919834815,2022,0.8382352941176472
+6+12,1.2227419744320704,2022,0.8382352941176472
+6+16,1.2189177482766929,2022,1.280645161290323
+6+18,1.2583688928928867,2022,1.280645161290323
+6+19,1.2202122574341425,2022,1.280645161290323
+6-0,1.2311012495862692,2022,0.3903225806451613
+6-24,1.2507529285224457,2022,0.955410225921522
+6-26,1.2890371573396093,2022,0.8382352941176472
+6-30,1.315388079883594,2022,0.8382352941176472
+7+16,1.2296095247443535,2022,1.280645161290323
+7+18,1.229133114646932,2022,1.280645161290323
+7+29,1.2352575832417736,2022,1.280645161290323
+7+30,1.230274755703818,2022,0.3090909090909091
+7+31,1.210831589531235,2022,0.4123076923076923
+7+33,1.3897763056344186,2022,0.3090909090909091
+7-2,1.2371177950650132,2022,0.6836363636363636
+7-4,1.2217066991097736,2022,0.2820312499999999
+7-16,1.2587717458052647,2022,1.280645161290323
+7-18,1.258284036855405,2022,1.280645161290323
+7-19,1.2539850904217977,2022,1.280645161290323
+7-20,1.3692491372885498,2022,0.5764240506329115
+7-26,1.2145552948708218,2022,0.9592233009708738
+7-29,1.2063215338016249,2022,0.2820312499999999
+7-31,1.3036521806036108,2022,0.4123076923076923
+8-9,1.4777306096298566,2022,0.8382352941176472
+9+10,1.2104014513507413,2022,0.6296296296296297
+9+17,1.244370075032873,2022,0.6296296296296297
+9+30,1.3580482402508316,2022,0.7333333333333334
+9+31,1.2284358165378662,2022,0.6296296296296297
+9-8,1.4777306096298566,2022,0.8382352941176472
+9-13,1.2309409526710962,2022,0.3903225806451613
+9-28,1.2764676744071475,2022,0.6296296296296297
+9-34,1.2315551095265718,2022,0.6296296296296297
+10+26,1.317817042863573,2022,0.3432098765432098
+10+30,1.2305145047664183,2022,0.3090909090909091
+10-2,1.2500027410555072,2022,0.6836363636363636
+10-16,1.229133114646932,2022,1.280645161290323
+10-18,1.229133114646932,2022,1.280645161290323
+10-30,1.259028503294947,2022,0.3090909090909091
+11+16,1.253823059513049,2022,1.280645161290323
+11+18,1.229133114646932,2022,1.280645161290323
+11+29,1.2602476351009277,2022,0.3146666666666667
+11+30,1.2810947829838888,2022,0.3090909090909091
+11-16,1.216497011209405,2022,1.280645161290323
+11-18,1.2499671677054165,2022,1.280645161290323
+11-19,1.2071037995619855,2022,1.280645161290323
+11-31,1.207305569188248,2022,1.434935521688159
+13+17,1.223351646270352,2022,0.8382352941176472
+13-4,1.2222872528152207,2022,0.8382352941176472
+13-9,1.2309409526710962,2022,0.3903225806451613
+14-19,1.276090528635181,2022,0.7275449101796407
+15+19,1.2249337627797294,2022,1.280645161290323
+15+20,1.2026119991620967,2022,0.7333333333333334
+15+26,1.2072103650390142,2022,0.3432098765432098
+15+30,1.308728531823779,2022,0.3090909090909091
